date,t2m,sp,rh,wind_speed,pwv,tp
2020/9/19 19:30,291.9,1013.92,80.48,1.13,40.08,1.17
2020/9/19 19:45,291.77,1013.79,81.15,1.15,40.07,1.29
2020/9/19 20:00,291.63,1013.65,81.81,1.17,40.73,1.41
2020/9/19 20:15,291.74,1013.67,82.59,1.08,41.53,1.56
2020/9/19 20:30,291.84,1013.68,83.36,0.99,42.71,1.7
2020/9/19 20:45,291.95,1013.7,84.13,0.89,42.78,1.85
2020/9/19 21:00,292.05,1013.72,84.9,0.8,42.89,1.99
2020/9/19 21:15,292.19,1014.02,86.15,0.9,43.43,1.96
2020/9/19 21:30,292.32,1014.32,87.39,0.99,43.95,1.93
2020/9/19 21:45,292.46,1014.63,88.63,1.09,44.24,1.89
2020/9/19 22:00,292.59,1014.93,89.88,1.18,44.34,1.86
2020/9/19 22:15,292.56,1014.91,89.47,1.19,44.24,1.65
2020/9/19 22:30,292.53,1014.89,89.07,1.2,44.43,1.45
2020/9/19 22:45,292.49,1014.87,88.67,1.21,45,1.24
2020/9/19 23:00,292.46,1014.85,88.27,1.22,45.46,1.03
2020/9/19 23:15,292.38,1014.95,87.85,1.3,45.41,0.88
2020/9/19 23:30,292.31,1015.04,87.43,1.38,45.33,0.74
2020/9/19 23:45,292.23,1015.14,87.01,1.46,45.59,0.59
2020/9/20 0:00,292.15,1015.23,86.59,1.54,46.46,0.44
2020/9/20 0:15,292.15,1015.18,86.52,1.67,46.52,0.39
2020/9/20 0:30,292.16,1015.13,86.45,1.8,46.78,0.35
2020/9/20 0:45,292.16,1015.08,86.38,1.93,46.9,0.3
2020/9/20 1:00,292.17,1015.02,86.3,2.05,47.14,0.25
2020/9/20 1:15,292.4,1014.93,86.5,2.17,46.66,0.42
2020/9/20 1:30,292.64,1014.84,86.7,2.28,46.38,0.59
2020/9/20 1:45,292.87,1014.75,86.91,2.39,46.16,0.76
2020/9/20 2:00,293.11,1014.66,87.11,2.51,46.45,0.93
2020/9/20 2:15,293.12,1014.69,85.75,2.63,46.18,0.75
2020/9/20 2:30,293.13,1014.72,84.39,2.75,45.97,0.56
2020/9/20 2:45,293.14,1014.75,83.03,2.87,46.24,0.38
2020/9/20 3:00,293.15,1014.78,81.67,2.99,46.66,0.19
2020/9/20 3:15,293.06,1014.76,81.74,2.89,47.44,0.24
2020/9/20 3:30,292.96,1014.74,81.81,2.78,47.6,0.3
2020/9/20 3:45,292.86,1014.72,81.89,2.68,47.44,0.35
2020/9/20 4:00,292.76,1014.7,81.96,2.58,47.72,0.4
2020/9/20 4:15,292.6,1014.56,82.04,2.63,47.63,0.62
2020/9/20 4:30,292.44,1014.42,82.11,2.69,47.67,0.84
2020/9/20 4:45,292.28,1014.29,82.18,2.74,48.13,1.05
2020/9/20 5:00,292.12,1014.15,82.25,2.79,48.69,1.27
2020/9/20 5:15,292.07,1014,82.71,2.76,48.62,1.12
2020/9/20 5:30,292.03,1013.85,83.17,2.72,48.76,0.98
2020/9/20 5:45,291.99,1013.7,83.62,2.69,48.64,0.83
2020/9/20 6:00,291.95,1013.54,84.08,2.66,49.28,0.68
2020/9/20 6:15,291.9,1013.45,84.61,2.66,49.67,0.69
2020/9/20 6:30,291.86,1013.35,85.14,2.66,50.34,0.71
2020/9/20 6:45,291.81,1013.25,85.68,2.67,51.05,0.72
2020/9/20 7:00,291.77,1013.15,86.21,2.67,51.46,0.73
2020/9/20 7:15,291.65,1013.07,86.36,2.61,51.23,0.82
2020/9/20 7:30,291.53,1012.99,86.51,2.56,51.31,0.92
2020/9/20 7:45,291.42,1012.91,86.67,2.5,51.09,1.01
2020/9/20 8:00,291.3,1012.83,86.82,2.44,50.88,1.1
2020/9/20 8:15,291.33,1012.8,86.84,2.48,50.83,1.09
2020/9/20 8:30,291.36,1012.78,86.86,2.51,50.85,1.08
2020/9/20 8:45,291.39,1012.75,86.87,2.55,51.08,1.06
2020/9/20 9:00,291.43,1012.73,86.89,2.59,51.12,1.05
2020/9/20 9:15,291.38,1012.77,86.99,2.66,51.11,1.17
2020/9/20 9:30,291.34,1012.81,87.09,2.74,51.49,1.29
2020/9/20 9:45,291.3,1012.86,87.19,2.81,51.9,1.41
2020/9/20 10:00,291.26,1012.9,87.29,2.89,52.11,1.53
2020/9/20 10:15,291.3,1012.85,87.16,2.86,52.51,1.31
2020/9/20 10:30,291.35,1012.81,87.02,2.82,52.76,1.09
2020/9/20 10:45,291.39,1012.76,86.88,2.79,53,0.87
2020/9/20 11:00,291.44,1012.72,86.74,2.75,52.64,0.65
2020/9/20 11:15,291.49,1012.83,86.43,2.81,52.36,0.61
2020/9/20 11:30,291.55,1012.94,86.11,2.87,52.52,0.57
2020/9/20 11:45,291.61,1013.05,85.79,2.93,52.6,0.54
2020/9/20 12:00,291.66,1013.17,85.47,2.98,52.7,0.5
2020/9/20 12:15,291.69,1013.2,85.26,2.91,52.8,0.63
2020/9/20 12:30,291.72,1013.24,85.04,2.85,53.02,0.76
2020/9/20 12:45,291.74,1013.27,84.83,2.78,53.21,0.89
2020/9/20 13:00,291.77,1013.31,84.62,2.71,53.19,1.02
2020/9/20 13:15,291.8,1013.24,84.61,2.63,52.98,1.35
2020/9/20 13:30,291.84,1013.17,84.6,2.56,52.92,1.67
2020/9/20 13:45,291.87,1013.1,84.59,2.48,52.81,1.99
2020/9/20 14:00,291.9,1013.03,84.57,2.4,52.83,2.32
2020/9/20 14:15,291.86,1013,84.72,2.22,52.81,2.22
2020/9/20 14:30,291.83,1012.96,84.87,2.04,53.15,2.13
2020/9/20 14:45,291.79,1012.92,85.01,1.87,53.18,2.03
2020/9/20 15:00,291.75,1012.89,85.16,1.69,53.07,1.93
2020/9/20 15:15,291.78,1012.85,85.16,1.71,52.64,1.78
2020/9/20 15:30,291.8,1012.81,85.16,1.73,52.31,1.63
2020/9/20 15:45,291.82,1012.77,85.16,1.76,52.34,1.48
2020/9/20 16:00,291.85,1012.73,85.15,1.78,52.34,1.33
2020/9/20 16:15,291.88,1012.65,85.24,1.97,52.66,1.49
2020/9/20 16:30,291.9,1012.57,85.33,2.16,52.61,1.65
2020/9/20 16:45,291.93,1012.49,85.41,2.35,52.01,1.81
2020/9/20 17:00,291.96,1012.41,85.5,2.54,51.62,1.97
2020/9/20 17:15,291.98,1012.3,85.93,2.55,51.54,1.74
2020/9/20 17:30,291.99,1012.19,86.37,2.56,51.43,1.51
2020/9/20 17:45,292.01,1012.08,86.8,2.57,51.32,1.28
2020/9/20 18:00,292.02,1011.96,87.24,2.57,51.08,1.05
2020/9/20 18:15,292.06,1011.99,87.45,2.63,50.55,0.91
2020/9/20 18:30,292.1,1012.01,87.67,2.69,50.36,0.78
2020/9/20 18:45,292.14,1012.04,87.88,2.74,50.36,0.64
2020/9/20 19:00,292.18,1012.06,88.1,2.8,50.51,0.5
2020/9/20 19:15,292.18,1011.98,88.26,2.79,50.46,0.43
2020/9/20 19:30,292.17,1011.9,88.41,2.78,50.65,0.36
2020/9/20 19:45,292.17,1011.81,88.57,2.77,50.59,0.28
2020/9/20 20:00,292.16,1011.73,88.73,2.76,50.44,0.21
2020/9/20 20:15,292.18,1011.82,88.62,2.73,50.17,0.29
2020/9/20 20:30,292.2,1011.9,88.51,2.71,50.31,0.38
2020/9/20 20:45,292.22,1011.99,88.4,2.68,50.47,0.46
2020/9/20 21:00,292.24,1012.08,88.29,2.65,50.68,0.54
2020/9/20 21:15,292.24,1012.11,87.82,2.84,50.98,0.49
2020/9/20 21:30,292.24,1012.15,87.34,3.02,50.86,0.45
2020/9/20 21:45,292.24,1012.18,86.87,3.2,50.78,0.4
2020/9/20 22:00,292.25,1012.21,86.39,3.39,50.94,0.35
2020/9/20 22:15,292.18,1012.13,86.04,3.49,51.16,0.43
2020/9/20 22:30,292.11,1012.04,85.69,3.59,51.33,0.52
2020/9/20 22:45,292.05,1011.96,85.33,3.69,51.73,0.6
2020/9/20 23:00,291.98,1011.88,84.98,3.79,52.29,0.68
2020/9/20 23:15,291.89,1011.96,84.76,3.87,52.21,0.88
2020/9/20 23:30,291.79,1012.05,84.53,3.95,51.96,1.08
2020/9/20 23:45,291.7,1012.13,84.31,4.03,52.1,1.27
2020/9/21 0:00,291.6,1012.22,84.08,4.11,51.71,1.47
2020/9/21 0:15,291.5,1012.27,83.99,4.16,51.86,1.61
2020/9/21 0:30,291.39,1012.31,83.9,4.2,52.1,1.75
2020/9/21 0:45,291.29,1012.36,83.81,4.25,52.61,1.89
2020/9/21 1:00,291.18,1012.4,83.72,4.29,52.71,2.03
2020/9/21 1:15,291.25,1012.41,83.69,4.34,52.79,2.08
2020/9/21 1:30,291.32,1012.42,83.67,4.39,52.68,2.13
2020/9/21 1:45,291.39,1012.43,83.64,4.43,52.6,2.17
2020/9/21 2:00,291.46,1012.44,83.62,4.48,52.42,2.22
2020/9/21 2:15,291.34,1012.42,83.64,4.43,51.97,1.96
2020/9/21 2:30,291.23,1012.39,83.67,4.37,51.47,1.71
2020/9/21 2:45,291.11,1012.37,83.7,4.32,50.69,1.45
2020/9/21 3:00,291,1012.35,83.73,4.27,50.08,1.19
2020/9/21 3:15,290.98,1012.2,83.83,4.23,49.75,1.01
2020/9/21 3:30,290.96,1012.04,83.94,4.2,49.48,0.84
2020/9/21 3:45,290.95,1011.89,84.05,4.16,49.57,0.67
2020/9/21 4:00,290.93,1011.73,84.16,4.13,49.52,0.49
2020/9/21 4:15,290.88,1011.62,84.14,4.11,49.46,0.53
2020/9/21 4:30,290.82,1011.5,84.12,4.09,49.63,0.56
2020/9/21 4:45,290.77,1011.38,84.1,4.06,50.12,0.6
2020/9/21 5:00,290.72,1011.27,84.09,4.04,50.59,0.64
2020/9/21 5:15,290.71,1011.13,84.36,3.97,50.72,0.59
2020/9/21 5:30,290.7,1011,84.63,3.9,50.48,0.53
2020/9/21 5:45,290.69,1010.86,84.9,3.82,50.05,0.48
2020/9/21 6:00,290.68,1010.72,85.17,3.75,49.96,0.42
2020/9/21 6:15,290.69,1010.66,84.9,3.76,50.09,0.58
2020/9/21 6:30,290.7,1010.6,84.64,3.76,50.72,0.74
2020/9/21 6:45,290.72,1010.55,84.38,3.77,51.4,0.89
2020/9/21 7:00,290.73,1010.49,84.11,3.77,51.82,1.05
2020/9/21 7:15,290.7,1010.45,84.06,3.7,51.55,0.84
2020/9/21 7:30,290.68,1010.41,84.01,3.63,51.19,0.63
2020/9/21 7:45,290.65,1010.38,83.96,3.57,50.98,0.41
2020/9/21 8:00,290.63,1010.34,83.91,3.5,50.66,0.2
2020/9/21 8:15,290.63,1010.37,83.93,3.48,50.39,0.22
2020/9/21 8:30,290.63,1010.41,83.96,3.47,50.27,0.25
2020/9/21 8:45,290.63,1010.44,83.98,3.45,50.39,0.27
2020/9/21 9:00,290.63,1010.48,84,3.44,50.39,0.29
2020/9/21 9:15,290.57,1010.56,84.16,3.34,50.52,0.37
2020/9/21 9:30,290.52,1010.64,84.33,3.24,50.53,0.44
2020/9/21 9:45,290.47,1010.72,84.49,3.15,50.6,0.52
2020/9/21 10:00,290.41,1010.79,84.65,3.05,50.36,0.59
2020/9/21 10:15,290.46,1010.76,84.91,3.06,50.41,0.56
2020/9/21 10:30,290.5,1010.72,85.18,3.07,50.31,0.53
2020/9/21 10:45,290.55,1010.69,85.44,3.08,49.89,0.51
2020/9/21 11:00,290.59,1010.65,85.7,3.09,49.65,0.48
2020/9/21 11:15,290.65,1010.8,85.86,3.06,49.52,0.41
2020/9/21 11:30,290.7,1010.95,86.01,3.03,49.65,0.34
2020/9/21 11:45,290.76,1011.1,86.16,3,49.77,0.26
2020/9/21 12:00,290.81,1011.25,86.31,2.97,49.77,0.19
2020/9/21 12:15,290.85,1011.34,86.47,2.91,49.53,0.22
2020/9/21 12:30,290.89,1011.42,86.62,2.85,49.61,0.24
2020/9/21 12:45,290.93,1011.51,86.78,2.78,49.8,0.26
2020/9/21 13:00,290.97,1011.59,86.94,2.72,49.83,0.29
2020/9/21 13:15,291.02,1011.64,87.03,2.74,50.38,0.33
2020/9/21 13:30,291.08,1011.69,87.12,2.75,50.9,0.37
2020/9/21 13:45,291.13,1011.74,87.21,2.77,51.11,0.4
2020/9/21 14:00,291.19,1011.79,87.3,2.78,51.49,0.44
2020/9/21 14:15,291.09,1011.8,87.31,2.76,51.54,0.41
2020/9/21 14:30,291,1011.8,87.32,2.74,52.01,0.37
2020/9/21 14:45,290.9,1011.81,87.34,2.73,52.19,0.34
2020/9/21 15:00,290.81,1011.82,87.35,2.71,52.36,0.3
2020/9/21 15:15,290.81,1011.79,87.39,2.66,52.59,0.25
2020/9/21 15:30,290.82,1011.76,87.43,2.61,52.71,0.2
2020/9/21 15:45,290.82,1011.73,87.48,2.56,52.85,0.14
2020/9/21 16:00,290.83,1011.7,87.52,2.51,52.77,0.09
2020/9/21 16:15,290.83,1011.64,87.56,2.48,53.01,0.12
2020/9/21 16:30,290.83,1011.59,87.6,2.46,52.99,0.15
2020/9/21 16:45,290.83,1011.54,87.64,2.43,52.38,0.18
2020/9/21 17:00,290.84,1011.48,87.69,2.41,51.76,0.21
2020/9/21 17:15,290.87,1011.4,87.58,2.39,51.35,0.17
2020/9/21 17:30,290.89,1011.31,87.47,2.37,50.85,0.14
2020/9/21 17:45,290.92,1011.23,87.37,2.35,50.29,0.1
2020/9/21 18:00,290.95,1011.14,87.26,2.32,49.8,0.06
2020/9/21 18:15,290.99,1011.07,87.48,2.33,49.34,0.14
2020/9/21 18:30,291.03,1011,87.69,2.34,48.94,0.23
2020/9/21 18:45,291.08,1010.93,87.91,2.35,48.63,0.31
2020/9/21 19:00,291.12,1010.86,88.13,2.36,48.67,0.39
2020/9/21 19:15,291.11,1010.88,88.14,2.33,48.74,0.4
2020/9/21 19:30,291.11,1010.91,88.15,2.29,49.1,0.41
2020/9/21 19:45,291.1,1010.93,88.17,2.25,48.89,0.41
2020/9/21 20:00,291.09,1010.96,88.18,2.22,48.9,0.42
2020/9/21 20:15,291.11,1010.95,88.24,2.18,48.87,0.53
2020/9/21 20:30,291.12,1010.95,88.3,2.15,48.65,0.64
2020/9/21 20:45,291.14,1010.95,88.36,2.12,49,0.75
2020/9/21 21:00,291.16,1010.95,88.42,2.09,49.17,0.86
2020/9/21 21:15,291.16,1011,88.5,1.89,49.13,0.83
2020/9/21 21:30,291.16,1011.04,88.58,1.7,49.28,0.79
2020/9/21 21:45,291.16,1011.09,88.66,1.5,49.31,0.76
2020/9/21 22:00,291.17,1011.14,88.74,1.31,49.64,0.72
2020/9/21 22:15,291.17,1011.3,88.89,1.4,49.95,0.79
2020/9/21 22:30,291.18,1011.46,89.04,1.5,50.03,0.87
2020/9/21 22:45,291.18,1011.62,89.18,1.59,50.25,0.94
2020/9/21 23:00,291.19,1011.78,89.33,1.68,50.42,1.01
2020/9/21 23:15,291.19,1011.88,89.55,1.8,50.25,1.1
2020/9/21 23:30,291.2,1011.97,89.77,1.91,49.76,1.19
2020/9/21 23:45,291.2,1012.07,89.99,2.03,49.6,1.29
2020/9/22 0:00,291.21,1012.16,90.21,2.14,48.84,1.38
2020/9/22 0:15,291.22,1012.26,90.3,2.2,49.02,1.27
2020/9/22 0:30,291.24,1012.36,90.4,2.25,49.27,1.17
2020/9/22 0:45,291.25,1012.46,90.49,2.31,49.49,1.06
2020/9/22 1:00,291.27,1012.55,90.59,2.36,49,0.95
2020/9/22 1:15,291.46,1012.59,90.55,2.38,49.06,0.76
2020/9/22 1:30,291.65,1012.62,90.51,2.4,49.12,0.56
2020/9/22 1:45,291.84,1012.65,90.48,2.43,49,0.37
2020/9/22 2:00,292.03,1012.68,90.44,2.45,48.95,0.18
2020/9/22 2:15,291.99,1012.65,90.39,2.49,48.95,0.15
2020/9/22 2:30,291.96,1012.62,90.34,2.53,48.74,0.11
2020/9/22 2:45,291.93,1012.58,90.28,2.57,48.39,0.08
2020/9/22 3:00,291.89,1012.55,90.23,2.61,48.47,0.04
2020/9/22 3:15,291.9,1012.42,90.2,2.66,48.39,0.03
2020/9/22 3:30,291.9,1012.3,90.17,2.7,48.16,0.03
2020/9/22 3:45,291.9,1012.17,90.14,2.74,47.97,0.02
2020/9/22 4:00,291.91,1012.04,90.11,2.78,47.93,0.01
2020/9/22 4:15,292.01,1011.92,89.8,2.78,47.98,0.01
2020/9/22 4:30,292.11,1011.8,89.5,2.79,48.15,0.01
2020/9/22 4:45,292.21,1011.68,89.19,2.79,48.31,1.00E-05
2020/9/22 5:00,292.31,1011.55,88.88,2.79,48.31,1.00E-05
2020/9/22 5:15,292.34,1011.44,88.36,2.8,47.87,1.00E-05
2020/9/22 5:30,292.36,1011.32,87.84,2.8,47.41,1.00E-05
2020/9/22 5:45,292.39,1011.2,87.31,2.81,47.51,1.00E-05
2020/9/22 6:00,292.41,1011.08,86.79,2.82,48.07,1.00E-05
2020/9/22 6:15,292.37,1011.07,86.95,2.85,49.04,0.01
2020/9/22 6:30,292.33,1011.06,87.1,2.88,50.37,0.03
2020/9/22 6:45,292.29,1011.05,87.25,2.9,51.81,0.04
2020/9/22 7:00,292.25,1011.04,87.4,2.93,52.52,0.05
2020/9/22 7:15,292.18,1011,87.57,3.02,52.84,0.14
2020/9/22 7:30,292.11,1010.96,87.74,3.12,52.23,0.23
2020/9/22 7:45,292.05,1010.92,87.91,3.21,52.07,0.31
2020/9/22 8:00,291.98,1010.88,88.08,3.3,51.83,0.4
2020/9/22 8:15,291.95,1010.99,88.31,3.44,51.73,0.5
2020/9/22 8:30,291.92,1011.09,88.54,3.58,51.69,0.6
2020/9/22 8:45,291.89,1011.2,88.77,3.73,51.67,0.69
2020/9/22 9:00,291.86,1011.31,89,3.87,51.17,0.79
2020/9/22 9:15,291.74,1011.31,89.01,3.84,51.23,0.72
2020/9/22 9:30,291.62,1011.3,89.02,3.82,51.69,0.65
2020/9/22 9:45,291.5,1011.29,89.04,3.8,51.82,0.57
2020/9/22 10:00,291.38,1011.29,89.05,3.78,51.9,0.5
2020/9/22 10:15,291.36,1011.41,89.1,3.76,51.73,0.56
2020/9/22 10:30,291.35,1011.53,89.14,3.75,51.49,0.62
2020/9/22 10:45,291.33,1011.64,89.19,3.73,51.14,0.67
2020/9/22 11:00,291.31,1011.76,89.24,3.72,50.32,0.73
2020/9/22 11:15,291.32,1011.85,89,3.57,50.32,0.69
2020/9/22 11:30,291.34,1011.94,88.76,3.42,50.71,0.66
2020/9/22 11:45,291.35,1012.03,88.52,3.27,51.23,0.62
2020/9/22 12:00,291.36,1012.12,88.28,3.12,51.24,0.58
2020/9/22 12:15,291.36,1012.1,88.07,3.01,51.35,0.62
2020/9/22 12:30,291.37,1012.09,87.87,2.9,51.13,0.66
2020/9/22 12:45,291.37,1012.07,87.67,2.78,50.99,0.69
2020/9/22 13:00,291.37,1012.06,87.46,2.67,50.88,0.73
2020/9/22 13:15,291.36,1012.1,87.61,2.56,50.67,0.87
2020/9/22 13:30,291.35,1012.15,87.76,2.46,50.6,1
2020/9/22 13:45,291.33,1012.19,87.91,2.35,50.41,1.14
2020/9/22 14:00,291.32,1012.23,88.06,2.25,50.34,1.28
2020/9/22 14:15,291.29,1012.32,88.23,2.35,50.31,1.09
2020/9/22 14:30,291.26,1012.41,88.4,2.45,50.26,0.91
2020/9/22 14:45,291.23,1012.51,88.57,2.55,49.96,0.72
2020/9/22 15:00,291.2,1012.6,88.74,2.65,49.57,0.53
2020/9/22 15:15,291.19,1012.51,89.09,2.71,49.46,0.66
2020/9/22 15:30,291.17,1012.43,89.43,2.76,49.68,0.79
2020/9/22 15:45,291.15,1012.35,89.78,2.82,49.38,0.91
2020/9/22 16:00,291.13,1012.27,90.13,2.87,49.19,1.04
2020/9/22 16:15,291.1,1012.3,90.35,2.83,49.18,1.08
2020/9/22 16:30,291.07,1012.33,90.57,2.79,49.02,1.12
2020/9/22 16:45,291.05,1012.37,90.8,2.75,48.74,1.15
2020/9/22 17:00,291.02,1012.4,91.02,2.71,48.61,1.19
2020/9/22 17:15,291.01,1012.32,91.23,2.72,48.64,0.94
2020/9/22 17:30,291,1012.24,91.44,2.73,48.53,0.68
2020/9/22 17:45,290.99,1012.16,91.65,2.74,47.65,0.43
2020/9/22 18:00,290.98,1012.08,91.87,2.75,46.98,0.17
2020/9/22 18:15,290.98,1012.16,91.88,2.75,46.48,0.13
2020/9/22 18:30,290.98,1012.24,91.89,2.76,46.07,0.09
2020/9/22 18:45,290.98,1012.33,91.9,2.77,45.5,0.04
2020/9/22 19:00,290.98,1012.41,91.91,2.78,45.03,1.00E-05
2020/9/22 19:15,290.98,1012.3,91.91,2.82,45.14,1.00E-05
2020/9/22 19:30,290.98,1012.19,91.91,2.86,45.08,1.00E-05
2020/9/22 19:45,290.98,1012.08,91.91,2.89,44.41,1.00E-05
2020/9/22 20:00,290.98,1011.96,91.9,2.93,44.09,1.00E-05
2020/9/22 20:15,291.01,1011.99,91.8,2.93,43.83,1.00E-05
2020/9/22 20:30,291.04,1012.02,91.69,2.93,43.58,1.00E-05
2020/9/22 20:45,291.08,1012.05,91.59,2.93,43.68,1.00E-05
2020/9/22 21:00,291.11,1012.08,91.48,2.93,43.6,1.00E-05
2020/9/22 21:15,291.26,1012.08,92.07,2.91,43.36,1.00E-05
2020/9/22 21:30,291.41,1012.08,92.65,2.88,42.76,1.00E-05
2020/9/22 21:45,291.56,1012.08,93.24,2.85,42.13,1.00E-05
2020/9/22 22:00,291.71,1012.08,93.82,2.83,41.45,1.00E-05
2020/9/22 22:15,291.7,1012.25,93.66,2.85,40.96,1.00E-05
2020/9/22 22:30,291.7,1012.42,93.49,2.88,40.37,1.00E-05
2020/9/22 22:45,291.69,1012.59,93.33,2.91,40.18,1.00E-05
2020/9/22 23:00,291.69,1012.75,93.16,2.94,39.78,1.00E-05
2020/9/22 23:15,291.68,1012.94,92.93,2.92,39.27,1.00E-05
2020/9/22 23:30,291.67,1013.12,92.7,2.91,38.86,1.00E-05
2020/9/22 23:45,291.66,1013.31,92.47,2.89,38.82,1.00E-05
2020/9/23 0:00,291.65,1013.49,92.24,2.88,35.92,1.00E-05
2020/9/23 0:15,291.68,1013.58,92.04,2.78,36.11,1.00E-05
2020/9/23 0:30,291.72,1013.67,91.83,2.68,36.61,1.00E-05
2020/9/23 0:45,291.76,1013.75,91.63,2.57,36.8,1.00E-05
2020/9/23 1:00,291.79,1013.84,91.42,2.47,36.44,1.00E-05
2020/9/23 1:15,292.27,1013.89,91.27,2.49,36.12,1.00E-05
2020/9/23 1:30,292.75,1013.93,91.12,2.52,35.54,1.00E-05
2020/9/23 1:45,293.23,1013.98,90.98,2.54,35.05,1.00E-05
2020/9/23 2:00,293.71,1014.03,90.83,2.56,34.58,1.00E-05
2020/9/23 2:15,293.65,1013.97,89.77,2.55,34.05,1.00E-05
2020/9/23 2:30,293.59,1013.92,88.71,2.53,33.97,1.00E-05
2020/9/23 2:45,293.52,1013.87,87.66,2.52,34,1.00E-05
2020/9/23 3:00,293.46,1013.81,86.6,2.5,34.27,1.00E-05
2020/9/23 3:15,293.41,1013.73,85.91,2.41,34.31,1.00E-05
2020/9/23 3:30,293.35,1013.65,85.22,2.32,33.92,1.00E-05
2020/9/23 3:45,293.3,1013.56,84.53,2.24,33.96,1.00E-05
2020/9/23 4:00,293.24,1013.48,83.84,2.15,33.97,1.00E-05
2020/9/23 4:15,293.55,1013.34,83,2.09,34.57,1.00E-05
2020/9/23 4:30,293.85,1013.2,82.15,2.03,35.24,1.00E-05
2020/9/23 4:45,294.15,1013.07,81.31,1.97,35.12,1.00E-05
2020/9/23 5:00,294.45,1012.93,80.47,1.91,35.23,1.00E-05
2020/9/23 5:15,294.52,1012.76,79.36,1.86,35.04,1.00E-05
2020/9/23 5:30,294.58,1012.59,78.26,1.81,35.13,1.00E-05
2020/9/23 5:45,294.65,1012.41,77.16,1.76,35.32,1.00E-05
2020/9/23 6:00,294.71,1012.24,76.06,1.71,36.01,1.00E-05
2020/9/23 6:15,294.83,1012.19,74.84,1.71,36.63,0.02
2020/9/23 6:30,294.95,1012.14,73.63,1.71,37.51,0.03
2020/9/23 6:45,295.07,1012.09,72.42,1.71,38.25,0.05
2020/9/23 7:00,295.19,1012.04,71.2,1.71,38.76,0.06
2020/9/23 7:15,295.13,1011.91,70.48,1.72,38.64,0.05
2020/9/23 7:30,295.08,1011.78,69.75,1.73,38.49,0.03
2020/9/23 7:45,295.02,1011.64,69.03,1.74,38.62,0.02
2020/9/23 8:00,294.96,1011.51,68.31,1.74,39.17,1.00E-05
2020/9/23 8:15,295.01,1011.62,68.32,1.54,39.83,1.00E-05
2020/9/23 8:30,295.07,1011.72,68.33,1.33,39.78,1.00E-05
2020/9/23 8:45,295.13,1011.83,68.34,1.13,39.51,1.00E-05
2020/9/23 9:00,295.19,1011.94,68.35,0.92,39.63,1.00E-05
2020/9/23 9:15,294.84,1012.02,69.37,0.88,40.48,1.00E-05
2020/9/23 9:30,294.49,1012.1,70.39,0.83,40.81,1.00E-05
2020/9/23 9:45,294.14,1012.19,71.41,0.79,40.73,1.00E-05
2020/9/23 10:00,293.79,1012.27,72.43,0.74,40.4,1.00E-05
2020/9/23 10:15,293.87,1012.41,72.55,0.71,40.15,1.00E-05
2020/9/23 10:30,293.94,1012.54,72.66,0.68,39.93,1.00E-05
2020/9/23 10:45,294.02,1012.67,72.78,0.64,39.24,1.00E-05
2020/9/23 11:00,294.1,1012.8,72.9,0.61,38.48,1.00E-05
2020/9/23 11:15,294.07,1012.86,72.86,0.67,38.38,1.00E-05
2020/9/23 11:30,294.03,1012.93,72.83,0.74,38.72,1.00E-05
2020/9/23 11:45,294,1013,72.8,0.8,39.02,1.00E-05
2020/9/23 12:00,293.96,1013.06,72.76,0.86,38.8,1.00E-05
2020/9/23 12:15,293.68,1013.12,72.67,1,38.86,1.00E-05
2020/9/23 12:30,293.4,1013.17,72.58,1.13,38.69,1.00E-05
2020/9/23 12:45,293.11,1013.22,72.48,1.26,38.31,1.00E-05
2020/9/23 13:00,292.83,1013.28,72.39,1.39,37.56,1.00E-05
2020/9/23 13:15,292.78,1013.26,72.43,1.43,36.79,1.00E-05
2020/9/23 13:30,292.74,1013.24,72.48,1.46,36.28,1.00E-05
2020/9/23 13:45,292.7,1013.22,72.52,1.49,35.72,1.00E-05
2020/9/23 14:00,292.65,1013.21,72.57,1.53,35.32,1.00E-05
2020/9/23 14:15,292.47,1013.21,72.68,1.47,34.81,1.00E-05
2020/9/23 14:30,292.28,1013.21,72.79,1.41,34.59,1.00E-05
2020/9/23 14:45,292.09,1013.21,72.91,1.35,34.54,1.00E-05
2020/9/23 15:00,291.91,1013.22,73.02,1.29,34.62,1.00E-05
2020/9/23 15:15,292.06,1013.18,73.23,1.33,34.84,1.00E-05
2020/9/23 15:30,292.22,1013.14,73.45,1.37,34.6,1.00E-05
2020/9/23 15:45,292.38,1013.1,73.66,1.4,33.92,1.00E-05
2020/9/23 16:00,292.53,1013.06,73.87,1.44,33.63,1.00E-05
2020/9/23 16:15,292.45,1013.06,74.27,1.43,33.43,1.00E-05
2020/9/23 16:30,292.37,1013.07,74.66,1.42,33.19,1.00E-05
2020/9/23 16:45,292.3,1013.07,75.06,1.41,32.87,1.00E-05
2020/9/23 17:00,292.22,1013.07,75.45,1.41,32.45,1.00E-05
2020/9/23 17:15,292.12,1013,76.16,1.42,32.27,1.00E-05
2020/9/23 17:30,292.02,1012.92,76.87,1.44,31.72,1.00E-05
2020/9/23 17:45,291.92,1012.85,77.58,1.46,30.77,1.00E-05
2020/9/23 18:00,291.81,1012.78,78.28,1.48,29.79,1.00E-05
2020/9/23 18:15,291.77,1012.76,79.03,1.45,28.67,1.00E-05
2020/9/23 18:30,291.73,1012.74,79.77,1.42,27.72,1.00E-05
